ID_TRANSACC,ID_ORIG,ID_DEST,MONTO,FECHA_HORA,ESTADO
11319,100722,104412,1307.9,2025-01-02 12:02:34,Confirmada
11320,102353,102049,1625.33,2025-02-17 12:16:34,Rechazada
11321,105848,105789,657.02,2024-09-15 14:48:34,Rechazada
11322,101151,103596,1305.02,2024-12-22 09:53:34,Confirmada
11323,102235,105368,1966.29,2024-06-18 01:22:34,Confirmada
11324,102550,102063,482.05,2024-06-21 23:48:34,Pendiente
11325,101464,105598,1286.49,2024-11-19 16:31:34,Confirmada
11326,101149,100688,1371.0,2024-08-16 11:09:34,Confirmada
11327,105112,105277,1853.57,2024-07-11 09:12:34,Pendiente
11328,104943,101976,1726.57,2025-03-19 10:40:34,Confirmada
11329,105621,102703,1866.61,2024-06-01 02:15:34,Confirmada
11330,100015,102265,1331.45,2024-11-14 15:32:34,Confirmada
11331,101259,100058,1905.86,2025-01-30 21:04:34,Rechazada
11332,103469,100055,1635.5,2024-10-16 13:04:34,Confirmada
11333,102191,102003,916.54,2024-06-14 08:40:34,Confirmada
11334,100548,105175,794.79,2025-02-18 03:43:34,Confirmada
11335,104099,101244,1683.03,2024-11-23 16:39:34,Pendiente
11336,104040,102015,1096.66,2025-02-25 05:13:34,Confirmada
11337,102210,104606,1765.01,2024-11-06 10:53:34,Pendiente
11338,102988,105172,1964.27,2024-11-24 00:34:34,Confirmada
11339,103335,100476,1801.21,2025-04-06 22:54:34,Pendiente
11340,100815,102338,1745.14,2024-07-04 23:00:34,Pendiente
11341,105254,100698,1501.71,2024-12-25 01:09:34,Confirmada
11342,102963,103055,1983.91,2024-07-31 05:13:34,Rechazada
11343,101935,101764,984.94,2024-11-04 19:58:34,Confirmada
11344,105282,104885,65.32,2024-06-13 07:48:34,Confirmada
11345,102584,104546,934.15,2024-06-23 05:45:34,Pendiente
11346,102477,103282,366.8,2024-12-04 08:20:34,Pendiente
11347,101918,103920,512.54,2025-05-20 20:01:34,Confirmada
11348,103271,100671,126.04,2025-02-04 23:34:34,Confirmada
11349,104131,100204,12.55,2025-04-22 09:50:34,Confirmada
11350,100518,103523,1861.37,2024-10-25 05:07:34,Confirmada
11351,102869,104333,1884.25,2025-03-09 20:53:34,Rechazada
11352,102850,101488,189.35,2024-07-12 10:23:34,Confirmada
11353,105459,101009,1943.29,2025-04-10 11:19:34,Confirmada
11354,100335,105395,921.8,2024-09-27 20:17:34,Confirmada
11355,104326,105097,1199.51,2024-10-23 01:21:34,Pendiente
11356,105777,102524,816.47,2024-08-18 08:50:34,Confirmada
11357,103073,103013,193.37,2024-12-20 07:16:34,Confirmada
11358,104612,104233,1276.58,2024-10-15 23:13:34,Confirmada
11359,105004,100087,590.26,2025-04-06 13:59:34,Confirmada
11360,100641,103008,354.57,2025-03-01 12:57:34,Rechazada
11361,101097,105269,1695.87,2024-07-11 00:07:34,Confirmada
11362,102641,100544,1618.48,2024-10-10 10:27:34,Pendiente
11363,104559,101738,629.58,2025-01-15 00:11:34,Pendiente
11364,102252,104540,120.74,2025-02-06 21:16:34,Rechazada
11365,101349,103601,1236.2,2024-07-28 02:25:34,Confirmada
11366,100100,102921,1505.15,2024-10-12 12:52:34,Rechazada
11367,103043,103308,497.58,2024-07-19 08:21:34,Confirmada
11368,100244,105739,923.54,2024-06-14 08:07:34,Confirmada
11369,103357,100702,1285.49,2025-01-29 06:50:34,Rechazada
11370,101355,101423,1784.64,2024-09-29 03:52:34,Confirmada
11371,104120,105615,1207.26,2025-03-27 03:51:34,Pendiente
11372,100753,101202,1211.39,2025-02-17 21:22:34,Confirmada
11373,101455,105437,286.3,2025-03-30 07:09:34,Pendiente
11374,101576,103058,590.53,2025-02-06 17:14:34,Confirmada
11375,100786,105161,1183.5,2024-10-08 13:48:34,Confirmada
11376,103166,105812,721.13,2024-08-18 03:02:34,Confirmada
11377,100241,104567,1819.87,2025-01-06 14:03:34,Pendiente
11378,102137,102464,1685.28,2024-10-08 23:06:34,Confirmada
11379,101268,100132,107.54,2025-02-24 19:57:34,Confirmada
11380,101103,103141,1900.21,2025-01-12 01:57:34,Pendiente
11381,105695,101439,1646.02,2024-12-07 02:34:34,Confirmada
11382,105803,103487,335.48,2025-05-17 07:26:34,Confirmada
11383,100368,103608,321.46,2025-01-11 21:03:34,Pendiente
11384,102652,100851,1416.14,2024-09-29 17:29:34,Pendiente
11385,101037,104820,1155.68,2024-08-02 21:09:34,Pendiente
11386,100596,105327,1092.53,2025-04-25 18:50:34,Confirmada
11387,100562,103266,716.18,2024-09-14 15:14:34,Pendiente
11388,103478,104002,5.89,2024-10-07 02:47:34,Confirmada
11389,102230,103337,1700.34,2024-09-20 06:29:34,Rechazada
11390,100560,103278,577.64,2024-11-20 08:13:34,Confirmada
11391,104878,102069,650.18,2025-03-23 07:34:34,Rechazada
11392,106012,105820,651.66,2024-07-28 23:21:34,Confirmada
11393,104294,102117,1875.43,2025-02-23 14:34:34,Confirmada
11394,102868,104459,970.2,2024-09-04 14:17:34,Rechazada
11395,103362,102787,1029.21,2025-01-04 04:07:34,Confirmada
11396,104185,105300,986.68,2025-03-10 18:11:34,Confirmada
11397,103136,100364,820.21,2025-03-03 17:10:34,Confirmada
11398,105332,101399,264.49,2024-10-04 07:51:34,Confirmada
11399,102747,104353,1708.95,2024-09-19 16:47:34,Pendiente
11400,103194,103234,1433.93,2024-05-24 18:45:34,Confirmada
11401,102483,100838,1286.5,2025-04-11 05:58:34,Confirmada
11402,103290,100415,512.17,2024-10-03 12:59:34,Rechazada
11403,103031,100374,381.51,2024-10-15 03:59:34,Pendiente
11404,101439,104197,624.8,2024-07-01 08:30:34,Confirmada
11405,104378,105927,38.26,2025-04-03 19:37:34,Confirmada
11406,105958,103117,1882.72,2024-11-17 02:03:34,Confirmada
11407,101138,105723,1463.24,2024-07-23 12:06:34,Pendiente
11408,102640,101377,552.69,2024-10-29 01:03:34,Confirmada
11409,103648,101442,1400.19,2024-05-28 09:30:34,Confirmada
11410,103941,104685,940.51,2024-08-06 17:03:34,Confirmada
11411,105099,103408,31.22,2024-12-23 12:56:34,Confirmada
11412,101957,101877,1871.67,2024-07-30 14:27:34,Confirmada
11413,100952,102713,1079.81,2025-02-11 07:09:34,Confirmada
11414,101842,101052,530.94,2024-07-29 10:33:34,Pendiente
11415,100994,100649,1338.36,2025-05-20 03:18:34,Confirmada
11416,104708,101249,1073.51,2025-05-11 05:45:34,Pendiente
11417,103664,105687,1319.3,2024-08-07 13:52:34,Confirmada
11418,104042,102133,1314.08,2024-06-28 17:45:34,Confirmada
11419,104768,100941,298.81,2024-06-15 08:18:34,Pendiente
11420,102834,100177,193.03,2025-03-24 12:25:34,Pendiente
11421,104393,105063,987.23,2024-08-04 15:40:34,Confirmada
11422,102218,104200,227.5,2024-06-22 23:02:34,Confirmada
11423,102328,104542,971.32,2024-10-11 13:25:34,Confirmada
11424,100531,104035,1047.74,2024-08-30 19:08:34,Confirmada
11425,102906,102474,44.0,2024-10-02 16:38:34,Pendiente
11426,105479,105059,1388.61,2024-11-17 13:32:34,Confirmada
11427,101598,104264,1844.05,2025-01-07 14:14:34,Rechazada
11428,101379,100332,407.21,2024-05-28 04:03:34,Pendiente
11429,100418,100153,108.23,2024-11-04 13:41:34,Rechazada
11430,103976,100969,168.28,2024-09-25 14:21:34,Rechazada
11431,101299,104526,228.96,2024-09-24 11:30:34,Confirmada
11432,102180,102225,1489.44,2024-09-20 01:41:34,Confirmada
11433,101465,104187,725.05,2024-12-01 04:30:34,Confirmada
11434,104957,102369,225.96,2025-05-18 08:43:34,Pendiente
11435,103042,100767,1306.82,2025-04-19 08:55:34,Confirmada
11436,105389,101846,1189.58,2024-11-23 03:24:34,Confirmada
11437,100713,105322,1234.71,2025-01-21 22:51:34,Confirmada
11438,101587,104071,477.62,2024-11-27 02:33:34,Confirmada
11439,105902,105495,288.24,2025-01-25 07:08:34,Pendiente
11440,103888,102256,1280.58,2024-07-10 20:27:34,Pendiente
11441,105188,101848,1735.02,2025-02-09 05:59:34,Confirmada
11442,101223,105953,1112.57,2025-03-07 18:50:34,Rechazada
11443,101004,105933,1265.8,2024-09-30 04:11:34,Confirmada
11444,100757,100125,457.13,2024-08-02 16:37:34,Pendiente
11445,103820,103248,747.66,2024-11-11 14:13:34,Confirmada
11446,100407,101920,291.09,2024-09-09 00:36:34,Pendiente
11447,101457,102065,242.33,2024-07-14 23:27:34,Confirmada
11448,102050,101601,67.66,2024-09-08 16:46:34,Confirmada
11449,103415,104954,289.65,2025-01-21 23:11:34,Confirmada
11450,105047,101794,1942.92,2025-01-10 07:12:34,Confirmada
11451,102944,101483,721.84,2024-06-27 16:46:34,Confirmada
11452,102877,105146,1217.39,2024-08-27 01:57:34,Confirmada
11453,102970,101587,1608.1,2025-05-15 20:12:34,Confirmada
11454,103323,104485,1797.26,2024-11-30 08:41:34,Confirmada
11455,102169,101361,1721.88,2025-02-03 11:44:34,Pendiente
11456,105018,100695,171.42,2024-10-09 22:09:34,Pendiente
11457,103615,100350,1441.5,2025-01-20 13:51:34,Rechazada
11458,104762,104870,1513.32,2024-08-29 22:40:34,Confirmada
11459,104076,105486,1170.47,2024-08-20 13:25:34,Confirmada
11460,104605,101088,1400.66,2025-01-24 17:31:34,Pendiente
11461,100373,100998,746.32,2024-12-21 14:20:34,Confirmada
11462,102665,103016,51.67,2024-10-10 00:37:34,Confirmada
11463,102934,101687,1753.67,2024-07-07 05:56:34,Rechazada
11464,102437,102687,1829.02,2024-06-02 15:22:34,Confirmada
11465,102620,103074,1213.31,2024-08-25 18:08:34,Confirmada
11466,102024,101955,335.36,2025-01-07 07:54:34,Confirmada
11467,105686,101414,927.64,2024-10-17 14:07:34,Confirmada
11468,101838,102573,73.89,2025-04-20 04:13:34,Pendiente
11469,105647,104035,233.25,2025-02-01 23:13:34,Confirmada
11470,103585,103308,428.42,2024-07-09 04:14:34,Confirmada
11471,104333,103150,1888.51,2024-09-06 20:13:34,Confirmada
11472,102453,105767,631.14,2024-06-19 22:15:34,Confirmada
11473,103170,100165,1348.06,2025-01-22 09:23:34,Rechazada
11474,105806,105461,1677.58,2024-07-26 19:04:34,Pendiente
11475,105335,100340,1327.87,2025-03-22 09:29:34,Confirmada
11476,102757,105495,1502.82,2025-01-25 19:22:34,Confirmada
11477,101779,105356,1143.81,2025-02-15 23:55:34,Pendiente
11478,105730,103464,1213.7,2024-12-29 20:53:34,Confirmada
11479,104563,104671,1093.96,2025-04-28 10:40:34,Confirmada
11480,104596,104449,1662.72,2024-12-19 18:46:34,Confirmada
11481,101714,100722,1359.23,2024-12-07 19:33:34,Confirmada
11482,100910,105559,801.44,2024-12-01 16:27:34,Pendiente
11483,101147,100122,992.63,2025-04-28 07:40:34,Confirmada
11484,101966,104289,1588.01,2024-08-01 19:44:34,Rechazada
11485,102773,102750,1403.78,2024-08-13 05:33:34,Confirmada
11486,100811,104176,1206.27,2024-10-28 16:23:34,Pendiente
11487,105776,105604,1345.53,2024-07-24 20:47:34,Pendiente
11488,100252,104896,704.9,2025-04-24 09:26:34,Confirmada
11489,102472,102748,1510.36,2024-07-27 15:50:34,Confirmada
11490,100831,103638,94.14,2024-12-29 06:10:34,Rechazada
11491,105891,105635,1912.36,2024-08-30 06:06:34,Pendiente
11492,104333,100667,1089.96,2024-07-03 12:26:34,Pendiente
11493,100918,102650,254.43,2024-11-20 11:31:34,Pendiente
11494,105011,103486,55.24,2025-03-22 12:48:34,Confirmada
11495,102317,103972,1944.33,2024-09-24 16:42:34,Confirmada
11496,104782,100467,1356.18,2025-05-16 16:54:34,Rechazada
11497,100087,102893,1852.85,2024-05-26 15:06:34,Confirmada
11498,102970,102352,745.78,2024-09-19 03:56:34,Confirmada
11499,105833,100236,198.65,2025-05-14 12:34:34,Confirmada
11500,102207,104561,65.38,2025-02-18 11:32:34,Confirmada
11501,104662,100601,1587.81,2024-11-13 21:46:34,Confirmada
11502,102537,102525,1632.88,2025-01-24 19:42:34,Confirmada
11503,105094,104839,1846.47,2024-07-18 08:04:34,Confirmada
11504,100874,103749,100.23,2024-10-10 12:58:34,Pendiente
11505,103088,100678,1461.84,2024-11-16 17:14:34,Pendiente
11506,100717,105358,944.0,2025-04-14 21:56:34,Confirmada
11507,100142,101818,784.25,2024-08-19 14:29:34,Confirmada
11508,105958,101452,1876.61,2024-07-15 16:47:34,Confirmada
11509,102860,100815,595.64,2024-09-11 22:53:34,Confirmada
11510,102730,103593,1809.22,2024-07-06 03:14:34,Confirmada
11511,104225,101576,1467.26,2025-05-01 13:00:34,Confirmada
11512,105621,101977,1750.38,2024-06-21 09:50:34,Rechazada
11513,104503,102607,92.03,2024-11-22 03:58:34,Pendiente
11514,105432,101586,658.74,2024-12-03 23:33:34,Pendiente
11515,100594,103947,1837.49,2024-07-24 18:06:34,Confirmada
11516,101422,101129,787.86,2025-03-19 08:53:34,Confirmada
11517,102282,102900,294.17,2025-02-06 08:33:34,Pendiente
11518,102231,105435,1920.12,2025-01-14 01:53:34,Confirmada
11519,103021,105642,952.63,2024-08-12 22:47:34,Confirmada
11520,105531,100946,518.85,2024-06-23 13:25:34,Pendiente
11521,102742,104414,1387.26,2024-09-17 05:15:34,Confirmada
11522,105729,103230,1545.62,2024-10-11 12:07:34,Confirmada
11523,102518,104372,208.53,2025-02-23 23:01:34,Confirmada
11524,105407,105984,913.9,2025-04-19 15:28:34,Pendiente
11525,101586,102738,1431.08,2025-04-29 14:15:34,Rechazada
11526,104733,104137,1290.88,2024-11-28 02:37:34,Confirmada
11527,104723,102581,1473.23,2025-02-22 02:32:34,Confirmada
11528,103645,104370,1963.93,2025-04-14 17:46:34,Confirmada
11529,104442,101296,837.28,2024-07-30 21:27:34,Confirmada
11530,100870,100022,797.07,2025-01-05 08:38:34,Confirmada
11531,105344,101289,1374.86,2024-09-26 21:24:34,Confirmada
11532,102026,104972,1364.11,2024-11-26 12:16:34,Confirmada
11533,103531,103030,724.42,2024-07-29 18:34:34,Confirmada
11534,103447,105104,1537.0,2024-12-18 22:34:34,Pendiente
11535,101649,104366,1074.38,2025-04-01 20:27:34,Confirmada
11536,101698,100482,1679.26,2024-07-15 18:59:34,Confirmada
11537,103305,101973,89.64,2024-08-19 19:07:34,Confirmada
11538,100341,104851,244.19,2024-09-29 14:42:34,Pendiente
11539,102841,101354,1640.0,2024-07-17 21:55:34,Pendiente
11540,103884,100730,1032.55,2024-09-22 05:34:34,Confirmada
11541,104564,101930,1334.85,2024-12-19 17:54:34,Confirmada
11542,105812,101229,214.26,2024-07-07 11:54:34,Confirmada
11543,103507,101503,544.8,2025-03-09 15:29:34,Confirmada
11544,100448,105152,519.21,2025-04-22 23:35:34,Pendiente
11545,102007,100190,164.12,2025-01-17 11:12:34,Confirmada
11546,102811,104287,295.67,2025-02-07 01:14:34,Confirmada
11547,102393,102115,368.34,2024-10-07 08:15:34,Rechazada
11548,105432,101653,1114.98,2024-11-28 20:01:34,Rechazada
11549,105740,103165,54.27,2024-07-03 07:12:34,Confirmada
11550,101034,102299,853.89,2025-03-26 05:32:34,Pendiente
11551,102158,101084,804.5,2024-10-06 01:51:34,Pendiente
11552,102581,102407,826.68,2024-09-13 14:33:34,Rechazada
11553,104955,103600,1391.79,2024-08-09 08:28:34,Confirmada
11554,103492,100273,401.79,2025-05-03 14:38:34,Confirmada
11555,102141,102786,1352.96,2025-01-05 04:12:34,Confirmada
11556,101613,100269,1097.66,2024-10-17 06:11:34,Confirmada
11557,101733,103604,1274.39,2025-01-12 22:36:34,Rechazada
11558,101869,100786,266.51,2024-06-26 14:40:34,Confirmada
11559,101374,104782,1763.75,2025-02-26 06:26:34,Confirmada
11560,100229,102521,1840.17,2024-12-20 22:51:34,Confirmada
11561,101219,105763,305.74,2025-05-21 14:51:34,Rechazada
11562,105608,103495,1512.79,2025-03-29 17:25:34,Confirmada
11563,103306,104528,1100.81,2025-02-09 22:17:34,Pendiente
11564,103611,100827,914.43,2024-07-07 13:13:34,Confirmada
11565,102570,101457,1244.38,2025-05-06 07:30:34,Confirmada
11566,103675,105584,304.51,2024-11-27 01:16:34,Confirmada
11567,105169,101837,1289.05,2025-05-11 09:31:34,Confirmada
11568,103377,100223,852.11,2024-11-04 18:49:34,Confirmada
11569,101031,103922,1837.78,2025-03-27 01:11:34,Rechazada
11570,103049,103434,1628.8,2025-04-12 09:22:34,Confirmada
11571,101298,100621,273.17,2025-03-21 08:46:34,Confirmada
11572,100614,101360,917.7,2024-06-15 03:18:34,Rechazada
11573,101549,105145,1777.51,2024-08-21 11:28:34,Confirmada
11574,102475,105497,1218.27,2025-04-14 08:09:34,Pendiente
11575,102959,102364,1260.72,2025-03-21 09:00:34,Confirmada
11576,105972,100299,1832.73,2024-07-21 09:17:34,Pendiente
11577,105573,103685,331.5,2024-12-10 07:01:34,Pendiente
11578,101291,102122,1628.38,2024-07-27 17:56:34,Rechazada
11579,103916,103101,80.71,2024-11-14 17:49:34,Confirmada
11580,104992,103814,429.54,2024-12-25 04:08:34,Confirmada
11581,104075,100267,848.32,2025-04-26 01:07:34,Confirmada
11582,102125,102599,369.3,2025-04-30 07:43:34,Confirmada
11583,105175,101259,1388.52,2024-09-06 15:32:34,Pendiente
11584,105301,104361,1463.0,2024-11-26 08:10:34,Rechazada
11585,102063,102056,312.18,2024-09-01 09:36:34,Confirmada
11586,101723,100636,1079.81,2025-03-21 13:23:34,Confirmada
11587,101473,105320,1064.35,2025-04-02 12:41:34,Confirmada
11588,104019,103313,217.32,2024-07-22 01:57:34,Confirmada
11589,102352,102589,1965.53,2025-02-18 08:10:34,Confirmada
11590,102230,102014,282.11,2025-01-16 05:12:34,Confirmada
11591,103462,102462,825.57,2025-02-10 19:56:34,Confirmada
11592,100240,104221,1089.44,2024-11-26 00:22:34,Confirmada
11593,100010,100805,1283.87,2024-12-15 10:13:34,Confirmada
11594,100216,102855,1086.49,2024-11-11 17:18:34,Confirmada
11595,103200,104188,619.39,2025-03-16 19:10:34,Rechazada
11596,105700,101039,640.05,2024-09-30 22:17:34,Confirmada
11597,103353,100800,96.83,2024-06-21 17:42:34,Confirmada
11598,103867,103384,645.39,2024-08-29 06:40:34,Confirmada
11599,103181,103972,719.32,2024-08-13 02:21:34,Confirmada
11600,102611,104412,1798.63,2024-06-14 05:36:34,Confirmada
11601,101374,101562,1050.51,2025-02-06 23:49:34,Confirmada
11602,102675,100895,358.62,2024-12-28 11:11:34,Confirmada
11603,104670,103553,825.82,2025-03-18 14:25:34,Confirmada
11604,102682,102132,1372.18,2024-12-28 02:25:34,Confirmada
11605,100289,103047,752.45,2024-11-18 23:13:34,Confirmada
11606,103178,103626,1954.99,2025-05-20 23:40:34,Confirmada
11607,105631,104918,1809.91,2024-07-05 01:34:34,Pendiente
11608,105322,102086,1475.88,2024-11-03 18:55:34,Pendiente
11609,105448,102957,177.98,2024-07-24 03:31:34,Pendiente
11610,102872,103929,1588.11,2024-11-30 17:38:34,Confirmada
11611,105313,103239,1676.26,2024-09-13 04:24:34,Confirmada
11612,104581,105822,249.82,2024-06-28 15:39:34,Confirmada
11613,104173,100447,710.86,2024-09-10 17:43:34,Confirmada
11614,103901,105180,1523.19,2024-06-19 08:47:34,Confirmada
11615,103718,100439,1633.4,2024-07-06 20:27:34,Confirmada
11616,104867,101091,1918.74,2024-10-16 03:49:34,Rechazada
11617,102372,100672,908.21,2024-07-19 11:21:34,Pendiente
11618,102982,105922,328.64,2024-08-18 15:34:34,Rechazada
11619,101385,104829,970.47,2025-04-12 08:31:34,Confirmada
11620,101247,101664,1013.53,2024-10-22 11:04:34,Confirmada
11621,102708,104535,1611.2,2025-02-18 23:06:34,Confirmada
11622,100901,100298,1127.95,2024-09-24 01:21:34,Confirmada
11623,100305,101166,1766.79,2025-02-17 08:39:34,Pendiente
11624,105635,105720,800.21,2025-04-27 10:28:34,Pendiente
11625,100840,101893,1689.47,2024-12-07 02:32:34,Confirmada
11626,104481,104307,1306.99,2025-05-06 05:02:34,Confirmada
11627,101203,102987,1386.88,2024-07-27 21:56:34,Rechazada
11628,101721,103608,411.82,2024-09-14 22:25:34,Confirmada
11629,103607,103598,1166.94,2024-10-30 08:49:34,Confirmada
11630,101674,103380,1968.7,2025-03-06 12:38:34,Confirmada
11631,104575,102323,358.59,2024-11-09 18:35:34,Confirmada
11632,104066,101139,1103.09,2024-09-08 21:27:34,Confirmada
11633,104390,102093,1852.05,2024-07-06 00:28:34,Pendiente
11634,105135,104860,611.95,2024-11-23 13:35:34,Confirmada
11635,102389,103830,1276.73,2024-10-27 00:34:34,Confirmada
11636,105624,102408,370.81,2024-10-06 15:16:34,Confirmada
11637,104102,104864,1584.81,2025-01-25 02:33:34,Confirmada
11638,102835,106020,395.09,2025-02-17 04:10:34,Confirmada
11639,101218,101549,221.43,2025-03-08 00:09:34,Rechazada
11640,101614,102626,508.67,2025-02-08 18:17:34,Confirmada
11641,105515,104849,1402.02,2024-11-02 10:27:34,Confirmada
11642,102595,100681,785.61,2024-07-30 05:42:34,Pendiente
11643,105035,103382,68.04,2024-09-26 09:24:34,Confirmada
11644,105421,103879,634.88,2024-12-12 21:52:34,Confirmada
11645,104427,104535,1545.46,2024-11-24 23:55:34,Confirmada
11646,103316,103293,1375.55,2024-07-05 14:06:34,Pendiente
11647,101711,105769,311.84,2025-04-22 14:01:34,Pendiente
11648,100421,103481,1772.56,2025-01-18 23:48:34,Confirmada
11649,105866,105467,1488.28,2025-02-08 13:49:34,Confirmada
11650,100333,101477,1465.92,2025-03-29 15:52:34,Confirmada
11651,102259,105810,1904.63,2024-08-28 20:35:34,Confirmada
11652,103748,102608,1767.6,2024-12-03 09:32:34,Rechazada
11653,101064,101421,757.45,2024-09-13 05:00:34,Confirmada
11654,104734,102274,395.07,2025-01-25 14:43:34,Confirmada
11655,103401,102496,872.59,2024-12-02 05:53:34,Rechazada
11656,102875,100657,446.7,2025-05-03 04:31:34,Confirmada
11657,102082,101296,1507.02,2024-06-03 02:07:34,Pendiente
11658,103568,101889,1339.01,2024-05-26 00:20:34,Pendiente
11659,103934,102204,938.72,2024-12-24 19:09:34,Confirmada
11660,100713,101911,1908.54,2025-05-20 18:31:34,Confirmada
11661,105520,102276,1229.9,2025-05-20 18:59:34,Confirmada
11662,102343,101088,1783.43,2024-08-25 23:05:34,Confirmada
11663,105696,102821,448.72,2024-12-04 21:33:34,Pendiente
11664,100503,100477,1481.38,2024-06-22 12:59:34,Confirmada
11665,102222,102082,750.99,2024-11-10 11:06:34,Confirmada
11666,102607,102697,1826.57,2024-12-17 22:12:34,Confirmada
11667,100316,100003,1749.02,2025-05-20 15:33:34,Confirmada
11668,104790,103045,818.8,2025-04-28 23:10:34,Confirmada
11669,104941,102071,1188.19,2024-10-28 19:38:34,Confirmada
11670,100618,100134,967.22,2024-07-19 09:11:34,Pendiente
11671,100584,100542,307.84,2025-01-23 10:04:34,Confirmada
11672,101464,101993,12.15,2024-07-17 21:32:34,Pendiente
11673,102421,102032,1764.72,2025-01-03 19:52:34,Confirmada
11674,103449,101679,1579.23,2025-04-08 06:37:34,Confirmada
11675,103650,102928,1529.11,2024-06-29 16:31:34,Confirmada
11676,105563,102207,347.67,2024-12-16 04:34:34,Confirmada
11677,103513,103742,1966.29,2025-04-07 23:42:34,Confirmada
11678,105425,101133,64.9,2024-09-06 15:44:34,Confirmada
11679,103720,101755,1943.16,2024-10-25 12:33:34,Confirmada
11680,103283,104438,162.53,2024-08-30 18:21:34,Confirmada
11681,101096,105396,1938.56,2024-08-09 04:19:34,Pendiente
11682,104059,105231,598.02,2025-04-25 13:44:34,Pendiente
11683,101616,101380,531.96,2024-10-13 14:25:34,Confirmada
11684,103701,104509,346.43,2024-10-02 02:30:34,Confirmada
11685,101165,103271,17.88,2024-10-21 11:23:34,Confirmada
11686,101600,103865,911.15,2025-02-12 22:17:34,Pendiente
11687,102825,100811,1202.34,2024-10-09 20:02:34,Rechazada
11688,103315,101665,1892.21,2025-03-01 21:38:34,Confirmada
11689,100402,103044,955.69,2025-02-09 00:20:34,Pendiente
11690,101163,101073,1572.41,2025-02-17 14:04:34,Confirmada
11691,102480,100255,355.04,2025-02-13 16:52:34,Confirmada
11692,105973,103354,1716.4,2024-11-16 03:29:34,Confirmada
11693,102289,100755,485.35,2025-01-22 12:02:34,Confirmada
11694,104311,102601,406.44,2025-03-14 12:14:34,Confirmada
11695,103666,101133,685.58,2025-05-21 11:24:34,Confirmada
11696,102367,104743,464.78,2025-03-08 07:57:34,Rechazada
11697,101927,105745,1545.7,2024-08-08 19:13:34,Confirmada
11698,103040,100017,1164.3,2024-10-21 17:24:34,Rechazada
11699,101120,103425,1009.77,2025-04-11 23:41:34,Rechazada
11700,103082,100800,265.54,2024-08-24 06:23:34,Confirmada
11701,103174,101291,1473.57,2024-08-04 16:28:34,Confirmada
11702,100434,104032,194.35,2024-09-21 18:06:34,Confirmada
11703,104579,102822,1176.26,2025-03-15 01:54:34,Confirmada
11704,100280,101549,1997.5,2024-06-03 09:35:34,Pendiente
11705,100150,104158,1242.02,2025-04-23 18:56:34,Confirmada
11706,101942,105783,1640.94,2024-06-06 08:50:34,Confirmada
11707,102289,102730,1778.58,2024-12-26 22:04:34,Pendiente
11708,101224,103678,1314.88,2024-10-05 16:11:34,Rechazada
11709,101983,100537,346.3,2025-01-17 01:12:34,Pendiente
11710,102068,105111,1891.64,2025-02-21 01:35:34,Confirmada
11711,102378,103993,365.83,2025-02-19 14:10:34,Confirmada
11712,101591,100884,428.74,2024-06-22 11:10:34,Confirmada
11713,100045,105864,1894.07,2024-06-19 15:58:34,Pendiente
11714,102835,105759,1983.88,2025-02-16 22:22:34,Confirmada
11715,100272,102111,1826.76,2024-08-19 13:50:34,Confirmada
11716,101700,103007,1746.29,2025-05-15 13:52:34,Pendiente
11717,104995,100149,1371.69,2025-04-30 05:11:34,Pendiente
11718,102450,105413,425.27,2024-06-22 19:02:34,Confirmada
11719,105125,105508,1489.4,2025-05-17 06:48:34,Confirmada
11720,102846,104470,804.94,2024-09-07 11:33:34,Pendiente
11721,101408,102759,21.09,2025-03-15 03:08:34,Pendiente
11722,104372,102247,811.76,2024-10-01 10:00:34,Pendiente
11723,104907,100241,1188.32,2024-12-01 14:14:34,Confirmada
11724,105357,104687,1602.43,2025-04-27 21:14:34,Pendiente
11725,104212,103128,590.31,2024-11-08 23:40:34,Confirmada
11726,103591,100176,1982.5,2024-08-18 03:05:34,Confirmada
11727,105840,100541,1283.92,2024-08-18 06:03:34,Confirmada
11728,104420,105859,764.28,2025-03-24 05:48:34,Confirmada
11729,105302,105973,130.47,2024-08-04 07:52:34,Pendiente
11730,105385,100675,393.58,2025-03-22 20:44:34,Confirmada
11731,104963,105602,1080.28,2024-12-27 01:41:34,Rechazada
11732,105526,101672,825.1,2024-08-06 06:03:34,Confirmada
11733,104437,105705,888.34,2024-09-10 11:39:34,Confirmada
11734,100090,103320,50.76,2025-03-16 18:55:34,Confirmada
11735,104670,104002,1622.2,2024-07-03 02:41:34,Confirmada
11736,103261,105019,1791.07,2025-04-11 00:19:34,Pendiente
11737,100088,100127,562.97,2024-12-04 14:55:34,Confirmada
11738,104460,105198,1449.44,2025-02-08 07:11:34,Rechazada
11739,101303,104827,451.78,2025-03-30 06:09:34,Confirmada
11740,101111,103822,115.56,2024-12-20 09:04:34,Confirmada
11741,103489,100655,1952.34,2024-08-22 04:19:34,Confirmada
11742,103005,105330,768.08,2024-06-22 14:52:34,Confirmada
11743,100259,103625,1456.31,2025-04-20 19:14:34,Pendiente
11744,103576,105166,940.59,2025-04-02 17:24:34,Rechazada
11745,102285,103539,1612.44,2024-07-05 19:21:34,Confirmada
11746,102994,104772,978.83,2024-08-14 11:10:34,Pendiente
